EmployeeID,Age,Gender,Commute,SatisfactionLevel,WeeklyHours,Department,Salary,Tenure,Churned/NotChurned,Gender_num,TimeSincePromotion,Manager/IC,Performance Rating
129,33.769525002259144,Male,4.7013172323046835,2.0,36.88917561019691,CustomerSuccess,59.91669413628302,8.320232928041492,0,1,1,IC,2.9888080164059208
130,37.921733159158016,Female,0.3956635291863111,3.0,37.69936256764059,Sales,43.599555626294595,9.27412353050581,0,0,5,IC,3.1626525388829125
131,30.381784709016536,Male,2.1432867027664497,2.0,36.22815311395445,ProdDev,60.381738184877804,6.502421063374726,0,1,6,IC,3.1884688006330357
132,32.883943718441685,Female,3.2321017258235467,2.0,36.716379262134964,Sales,46.68053776250308,7.922521485435575,1,0,0,IC,2.9179579432270466
133,37.40332267790167,Male,5.2601364379733555,1.0,37.598209303005206,CustomerSuccess,60.56062949372703,10.270075583264312,0,1,1,IC,3.0143131584262215
134,43.82609758449912,Male,14.364742943327565,2.0,38.85143367502422,Sales,60.31614621547674,13.716442606316601,0,1,1,IC,3.0059297371617597
135,37.6287744473959,Male,6.89691603787656,2.0,37.64219989217481,ProdDev,62.28051086955711,10.391049703480725,0,1,0,IC,2.9503172913040476
136,37.0312246842297,Male,12.390056034023228,4.0,37.52560481643506,CustomerSuccess,62.74662781858326,10.070413245196423,0,1,0,IC,2.902052051506365
137,44.826183813889266,Male,0.4135729533490824,1.0,39.04657245149059,CustomerSuccess,59.538793429461634,14.25307424159912,0,1,0,IC,2.9026799758134874
138,32.545411683131256,Male,32.11454057481315,2.0,36.65032423085488,CustomerSuccess,60.874324827390275,7.6633916348509175,0,1,5,IC,3.141852705155182
139,33.89622069447427,Female,6.130484590235665,2.0,36.913896720873026,Sales,46.78759215273847,8.194107991200415,0,0,0,IC,2.9226642555615983
140,40.355239711899806,Male,7.668707534716763,4.0,38.17419311451704,ProdDev,59.211519007048295,11.854031064921848,0,1,1,IC,2.9984662772685535
141,41.31463394867188,Male,16.980143787646412,3.0,38.36139198998476,Sales,61.30491970518192,12.368827972458087,0,1,14,IC,3.9330806440509085
142,38.77653120590789,Male,0.8323183876887543,2.0,37.86615243042105,CustomerSuccess,59.94931586582512,11.006919183657889,1,1,10,IC,3.4790789259702573
143,26.160077377706173,Male,3.405613274029966,2.0,35.40440534199145,CustomerSuccess,62.7117734751734,4.237114690476482,0,1,11,IC,3.5946397725715706
144,39.930090003587075,Male,1.749163039491711,2.0,38.09123707387065,CustomerSuccess,59.2087295700344,11.625901953144284,1,1,0,IC,2.9479269632682503
145,39.63675433682776,Male,10.128916304216789,1.0,38.0340008462103,ProdDev,61.110816662355845,11.46850232707831,0,1,1,IC,2.998906248843956
146,37.090250807949324,Male,3.752356118260606,2.0,37.53712210886816,CustomerSuccess,59.06326156043954,10.102085799387446,1,1,0,IC,2.9715251824518876
147,39.63091814565644,Male,9.738475006350692,4.0,38.03286207720126,CustomerSuccess,58.791272039256846,11.465370712303457,0,1,3,IC,3.0775967348067708
148,42.67258878347269,Male,7.773693180015727,2.0,38.626358787019065,ProdDev,61.39499862412305,13.097486664302421,0,1,3,IC,3.107520155913073
149,37.109711663985486,Male,12.18513538289288,1.0,37.540919349070336,ProdDev,60.585705747877675,10.112528209943433,0,1,2,IC,3.035820317116686
150,33.06250307043348,Female,35.947810325430815,2.0,36.75122011130409,Sales,51.406426224665125,7.970427653043128,0,0,7,IC,3.267780568853083
151,29.359651838816852,Female,11.530823700174743,2.0,36.02871255391548,Sales,49.58468509679372,6.976979761633789,1,0,6,IC,3.17580898524456
152,37.16149278677389,Male,21.01514359222684,2.0,37.55102298278515,CustomerSuccess,58.05883936619233,10.140313202659163,0,1,6,IC,3.188359526384006
153,33.97273080046693,Female,2.041794425909922,2.0,36.92882552204233,Sales,51.88619331270362,8.214635092808201,0,0,0,IC,2.9415499030316528
154,34.5962728811784,Female,1.9049774289335837,1.0,37.05049226949823,PeopleOps,38.83402809147226,8.38192687056006,0,0,7,Manager,3.272482741356087
155,32.2568777125336,Male,9.223551402704876,2.0,36.59402491951875,ProdDev,59.99845297102157,7.508568528676567,0,1,6,IC,3.174021859868954
156,38.02459311232206,Female,74.78627837376979,2.0,37.719432802404306,Sales,40.593368072317176,9.30172010330592,0,0,1,IC,2.991832284124451
157,39.917239654086465,Male,1.8622849494914657,2.0,38.088729688602236,CustomerSuccess,61.011090706364065,11.619006643656153,0,1,1,IC,3.0228526697644096
158,38.68070687131272,Male,8.355614805875161,2.0,37.84745499928053,CustomerSuccess,60.76184874732435,10.955501248021461,1,1,15,IC,4.300695226813478
159,32.30783147132844,Female,39.515368967309676,2.0,36.60396711635677,Sales,45.133580555888614,7.7679547849905575,0,0,1,IC,3.0098877895591585
160,40.545287901518385,Male,0.26852237453598077,1.0,38.211275688101146,ProdDev,63.67733529191462,11.95600814227816,0,1,1,IC,3.0094233566357054
161,38.18947847586029,Male,2.0493063027855043,4.0,37.751605556265424,CustomerSuccess,59.66712017839245,10.691915279729916,0,1,5,IC,3.153230026049885
162,26.699181697400583,Male,5.895393389963447,2.0,35.509596428761085,ProdDev,59.84243317251111,4.526390179092995,0,1,5,IC,3.156657893793651
163,39.34322530304347,Male,2.5620103024970216,2.0,37.97672688839872,ProdDev,58.981045627427086,11.310998943096497,0,1,0,IC,2.903433880409065
164,28.552965651210144,Male,4.527452238345158,2.0,35.871310370967834,CustomerSuccess,62.947747597582435,5.521103520161542,0,1,3,IC,3.1265058960192293
165,32.233045223869524,Male,2.9994400773010046,3.0,36.589374677828204,CustomerSuccess,59.15169073322043,7.495780364027552,0,1,8,IC,3.310413067667701
166,41.23633337422616,Male,1.255280083753016,2.0,38.3461138291173,CustomerSuccess,60.450263021861765,12.326813030072577,0,1,12,IC,3.7742896682828713
167,39.57635101538356,Male,3.3474993502099224,4.0,38.02221483226996,ProdDev,59.93280944397892,11.436090788742398,0,1,7,IC,3.22706704006162
168,34.25768590901746,Male,3.368769570859689,2.0,36.98442651883268,CustomerSuccess,60.18131245354066,8.582172926789857,0,1,0,IC,2.9317072790077643
169,33.277805427061836,Female,6.664042949841276,2.0,36.793230327231576,Sales,46.24296384909518,8.02819169994342,0,0,0,IC,2.973194240044306
170,38.31733873028491,Male,56.822171997534014,2.0,37.77655389859218,ProdDev,58.593267346839546,10.760523221128489,0,1,2,IC,3.0419572508307477
171,29.533007414252307,Male,14.434164703526019,2.0,36.06253803204923,ProdDev,59.839240768702204,6.046979588135384,0,1,6,IC,3.166787316898744
172,38.583909438434276,Female,40.38084263009992,2.0,37.82856769530425,PeopleOps,48.77205960658266,9.451780581043344,0,0,0,IC,2.9257284463536593
173,35.70352385972869,Male,6.439942297546649,1.0,37.26654124092267,CustomerSuccess,58.512692962714105,9.357988412537349,1,1,1,IC,3.029105526019538
174,39.910005359304925,Male,8.429606654871028,2.0,38.08731811888877,CustomerSuccess,61.484034794637104,11.61512482694411,0,1,1,IC,3.000908207642998
175,36.38546777311595,Male,9.217134929875515,2.0,37.39960346792506,ProdDev,59.54119633836031,9.723909536793926,0,1,14,IC,3.964437165191738
176,32.43707859868713,Female,12.109912062099303,1.0,36.62918606803651,Sales,50.016251539236805,7.802630843550206,0,0,14,IC,3.939365217767271
177,37.72914679105724,Male,59.61637371452945,2.0,37.661784739718485,ProdDev,60.280118818432875,10.444908034225836,1,1,7,IC,3.2689082432772834
178,35.4656789563758,Female,6.254342279190048,2.0,37.220132479292836,Sales,41.257796804390956,8.615182159027654,0,0,3,IC,3.092246815602367
179,31.072764716133502,Male,18.1926749272969,2.0,36.362978481196784,Sales,59.024770480659896,6.873190823291147,0,1,0,IC,2.946239118123285
180,32.12928782231303,Female,7.859315704660316,1.0,36.56912933118303,PeopleOps,54.99314503937704,7.720052830376666,0,0,12,IC,3.770989589922097
181,32.77262722130137,Male,26.847823461652304,1.0,36.694658970010025,Sales,61.68404324710167,7.785312167527566,0,1,11,IC,3.629440421009091
182,37.10508921528097,Male,6.342736077881811,2.0,37.5400174078597,ProdDev,59.43612481238707,10.110047871614178,0,1,11,IC,3.5017397972105426
183,40.0382635545959,Male,12.747260685732542,3.0,38.11234410821383,ProdDev,64.34786204353509,11.683946297588045,0,1,0,IC,2.913404365292659
184,36.78308900208051,Male,2.7254701229800635,3.0,37.47718809796693,Sales,59.467959857933536,9.937267269409055,0,1,8,IC,3.3068464390878445
185,31.956853039639594,Female,10.847365623478286,2.0,36.53548351992968,Sales,39.70760794207546,7.673789839903305,1,0,0,IC,2.928715486485622
186,35.3356661472069,Male,4.536668375508968,1.0,37.19476412628428,CustomerSuccess,62.26336752881286,9.160601347281753,0,1,11,IC,3.569001707015733
187,39.224058916053636,Female,8.569812192894656,2.0,37.953474910449486,PeopleOps,43.62629281575908,9.62352800186805,0,0,5,Manager,3.1353596072390584
188,41.31708065672356,Male,17.241178086010226,2.0,38.36186939643387,ProdDev,62.22757501880463,12.370140840193132,0,1,15,IC,4.283227920067993
